level_0,level_1,level_2,root_kc,final_cluster
PICO原则,原则体系,原则体系,法律与政治制度,10
特定物,特定物,个人权利保护,法律与责任,6
易用,易用,教学机,教育研究与实践,13
机器学习案例,机器学习概念,数据管理与分析,信息技术与管理,12
对象指针,编程基础知识,编程知识,数据处理与编程知识,5
白酒,白酒,白酒知识,中国古代文化,14
班主任在教育过程,班主任在教育过程,教育理论与实践,教育研究与实践,13
双层伸展,树的拓扑结构,数据结构,数据处理与编程知识,5
正反应速率,反应速率,反应特性,化学与物理性质,8
零件,零件,零件,零件,-1
速率变量,速度与加速度,运动与振动,化学与物理性质,8
战略选择,战略管理,投资收益率,经济学概念,11
平均深度,速度与加速度,运动与振动,化学与物理性质,8
市场累加法,市场营销策略,市场营销知识,经济学概念,11
活动踪迹预测,活动踪迹预测,中心地理论,科学理论与方法,9
网络营销,互联网金融产品,科技与支付系统,信息技术与管理,12
人体身体形态,身体形态与评估,人与自然,生物与自然科学,4
低张性缺氧,低张性缺氧,循证医学与流行病学,生物与自然科学,4
发散思维,思维方式,思维方式,法律与政治制度,10
贝叶斯法,贝叶斯分类方法,贝叶斯分类,数据处理与编程知识,5
气体温度,物质状态变化,个人权利保护,法律与责任,6
简谐波的波函数,简谐振动与波动,运动与振动,化学与物理性质,8
认知主义学习理论,认知主义学习理论,教育理论与实践,教育研究与实践,13
非暴力沟通,沟通与谈判,经济活动,经济学概念,11
血氨,氨基酸相关知识,微课学习策略,教育研究与实践,13
雾霾,雾霾,人与自然,生物与自然科学,4
对数平均温差,换热器类型,热交换与传热,热力学与化学反应,7
依法执政,法治理论,法治理论,法律与政治制度,10
产品的形状,产品管理,投资收益率,经济学概念,11
焦点,焦点,焦点,信息技术与管理,12
健康相关生存质量量表的评价,健康相关生存质量量表的评价,教育理论与实践,教育研究与实践,13
基酒,酒类知识,发酵化学,化学与物理性质,8
金属热导率,热导率研究,气体性质,化学与物理性质,8
供应链变量,供应链合作与管理,投资收益率,经济学概念,11
LU分解,LU分解,生物与地理科学,生物与自然科学,4
幸福,幸福,人文精神与价值观,类型分类,1
细胞通讯,沟通与谈判,经济活动,经济学概念,11
人工智能作用,人工智能概论,数据管理与分析,信息技术与管理,12
保护,编程基础知识,编程知识,数据处理与编程知识,5
蕴涵,蕴涵,逻辑与对立,法律与政治制度,10
均匀壁温条件,体温调节,体温调节,体温调节,-1
脱氧核糖,生命科学,生物与地理科学,生物与自然科学,4
键角,键角,物理学基本原则,科学理论与方法,9
超越功能,功能概念,概念框架,中国古代文化,14
急性踝关节扭伤,骨骼损伤与愈合,循证医学与流行病学,生物与自然科学,4
市场占有率,市场营销策略,市场营销知识,经济学概念,11
酿造工艺,酿酒技术,发酵化学,化学与物理性质,8
单值性条件,系统特性,力学理论,科学理论与方法,9
社会市场营销观念,市场营销战略,市场营销知识,经济学概念,11
创业大赛,创业知识,微课学习策略,教育研究与实践,13
水面蒸发,水分处理技术,浓度,热力学与化学反应,7
象征,象征,逻辑与对立,法律与政治制度,10
白酒评酒员,白酒评鉴知识,白酒知识,中国古代文化,14
市场,金融市场,市场概念,经济学概念,11
成长型思维,思维方式,思维方式,法律与政治制度,10
完全竞争,市场结构,市场概念,经济学概念,11
投资类资产负债表,资产管理,投资收益率,经济学概念,11
习得性无助,习得性无助,教育理论与实践,教育研究与实践,13
正调节体温调节中枢,体温调节,体温调节,体温调节,-1
转折点,旋转与运动,运动与振动,化学与物理性质,8
报税,税务管理,投资收益率,经济学概念,11
投资活动现金流量,现金流量管理,现金流量管理,经济学概念,11
二级市场,金融市场,市场概念,经济学概念,11
失业保险,失业与失业保险,经济活动,经济学概念,11
动能表达式,动能表达式,物理学基本原则,科学理论与方法,9
风媒花传粉,传粉方式,教学机,教育研究与实践,13
管理活动,管理学概念,概念框架,中国古代文化,14
城市的危机形态,危机管理,投资收益率,经济学概念,11
毛细血管,生命科学,生物与地理科学,生物与自然科学,4
局限性,局限性,限制因素,组织与评估设计,0
文献,文献,资源管理,信息技术与管理,12
推理形式,推理与论证,逻辑与对立,法律与政治制度,10
希腊哲学,希腊哲学,哲学思想体系,中国古代文化,14
银,性质,性质与特性,化学与物理性质,8
CSCD,计算机科学概念,数据管理与分析,信息技术与管理,12
轴测图,轴测图与轴点策略,轴测图与轴点策略,轴测图与轴点策略,-1
2元信号量,统计学与测量,计算机与信息系统相关术语,信息技术与管理,12
产品特色,产品管理,投资收益率,经济学概念,11
管理学特点,管理学概念,概念框架,中国古代文化,14
酯化反应,有机反应类型,酸碱平衡与反应类型,生物与自然科学,4
特种文献,文献类型,文献类型,类型分类,1
波粒二象性,简谐振动与波动,运动与振动,化学与物理性质,8
通信,沟通与谈判,经济活动,经济学概念,11
潜在GDP,国内生产总值概念,概念框架,中国古代文化,14
垂直失调,垂直失调,垂直失调,热力学与化学反应,7
亲核加成反应,有机反应类型,酸碱平衡与反应类型,生物与自然科学,4
中枢正调,位置与偏倚,地理与发展,经济学概念,11
配合物命名,化学键与配合物,有机与无机化学知识,化学与物理性质,8
早期哲学,希腊哲学,哲学思想体系,中国古代文化,14
表冷器,表冷器,湿空气的状态,热力学与化学反应,7
克莱森酯缩合反应,有机反应类型,酸碱平衡与反应类型,生物与自然科学,4
社会主义改革开放,社会主义发展理论,社会主义理论,法律与政治制度,10
球壳稳态导热,稳态导热分析,气体性质,化学与物理性质,8
极端天气,体温调节,体温调节,体温调节,-1
筹资活动,筹资活动,货币与金融市场,经济体系与发展,16
大众创业,创业知识,微课学习策略,教育研究与实践,13
并行性,系统特性,力学理论,科学理论与方法,9
轴点选取策略,轴测图与轴点策略,轴测图与轴点策略,轴测图与轴点策略,-1
圆筒壁稳态导热,稳态导热分析,气体性质,化学与物理性质,8
创业者,创业知识,微课学习策略,教育研究与实践,13
左式堆,树的拓扑结构,数据结构,数据处理与编程知识,5
宏观环境,宏观环境,发酵化学,化学与物理性质,8
表面效应,效应概念,概念框架,中国古代文化,14
考试,移动学习资源,学习资源与学习者,教育研究与实践,13
社会主义过渡,社会主义发展理论,社会主义理论,法律与政治制度,10
传统媒体,媒体叙事策略,财经报道与传播,财经报道与传播,-1
数据平滑,数据平滑,数据规范化,数据处理与编程知识,5
三个代表,三个代表,三项原则,法律与政治制度,10
教学评价设计,教育制度与发展,教育制度与发展,教育研究与实践,13
网络保险模式,互联网金融产品,科技与支付系统,信息技术与管理,12
新风,暖通空调系统,力学理论,科学理论与方法,9
算子理论,算子理论,逻辑与概率理论,数据处理与编程知识,5
现金流量表,现金流量管理,现金流量管理,经济学概念,11
企业所得税,税务管理,投资收益率,经济学概念,11
短期失业,失业与失业保险,经济活动,经济学概念,11
拉瓦锡,文化与思想人物,哲学思想体系,中国古代文化,14
混凝土硫酸盐侵蚀破坏,混凝土硫酸盐侵蚀破坏,性质与特性,化学与物理性质,8
促销策略,营销策略,战略管理,经济学概念,11
机械系统,机械系统,力学理论,科学理论与方法,9
创业,创业知识,微课学习策略,教育研究与实践,13
断裂行文,骨骼损伤与愈合,循证医学与流行病学,生物与自然科学,4
驻波,驻波,驻波,化学与物理性质,8
自由落体,旋转与运动,运动与振动,化学与物理性质,8
豉香型白酒,白酒香型,白酒知识,中国古代文化,14
鼓励方式,物权与权利,物权法律关系,法律与政治制度,10
王阳明,中国哲学家,哲学思想体系,中国古代文化,14
恒温条件,体温调节,体温调节,体温调节,-1
论十大关系,国家与阶级关系,社会与政治关系,中东与中国历史政治研究,15
系统动力学,系统动力学,力学理论,科学理论与方法,9
风机调节方式,暖通空调系统,力学理论,科学理论与方法,9
蒸气压,蒸气压,气体性质,化学与物理性质,8
营养,生命科学,生物与地理科学,生物与自然科学,4
力,力的概念,概念框架,中国古代文化,14
工位送风,暖通空调系统,力学理论,科学理论与方法,9
月球自转,旋转与运动,运动与振动,化学与物理性质,8
合式风险治理框架,合式风险治理框架,投资收益率,经济学概念,11
蒸馏,水分处理技术,浓度,热力学与化学反应,7
几何域,级数与收敛性,级数与收敛性,级数与收敛性,-1
完全弹性碰撞,完全弹性碰撞,完全弹性碰撞,化学与物理性质,8
介质,介质,介质,化学与物理性质,8
对称因素,对称因素,发酵化学,化学与物理性质,8
距骨,骨骼解剖学,人与自然,生物与自然科学,4
自转,旋转与运动,运动与振动,化学与物理性质,8
潜热负荷,潜热负荷,湿空气的状态,热力学与化学反应,7
阳刚武德,德行与美德,荀子,中国古代文化,14
放射性思维,思维方式,思维方式,法律与政治制度,10
自发反应,免疫与反应机制,神经生物学,生物与自然科学,4
物质熔点,物质状态变化,个人权利保护,法律与责任,6
功,功,占卜与命理,中国古代文化,14
台湾,地理区域,地理与发展,经济学概念,11
质性评价模式,质性评价模式,教育理论与实践,教育研究与实践,13
4P营销策略,营销策略,战略管理,经济学概念,11
危机生命周期,危机管理,投资收益率,经济学概念,11
平均自由程,速度与加速度,运动与振动,化学与物理性质,8
保护现场,编程基础知识,编程知识,数据处理与编程知识,5
自花传粉,传粉方式,教学机,教育研究与实践,13
波义尔,文化与思想人物,哲学思想体系,中国古代文化,14
古代希腊哲学著作,希腊哲学,哲学思想体系,中国古代文化,14
手表,手表,手表,手表,-1
有心力场,有心力场,物化,热力学与化学反应,7
三家分晋,三家分晋,晋书,中国古代文化,14
战略布局,战略管理,投资收益率,经济学概念,11
统计学专,统计学专,概率密度函数,科学理论与方法,9
基团,摆动系统,力学理论,科学理论与方法,9
唐朝土地制度,唐朝土地制度,唐朝土地制度,中国古代文化,14
摩擦力,力的概念,概念框架,中国古代文化,14
后进生,后进生,因材施教,教育研究与实践,13
酒度,酒度,发酵化学,化学与物理性质,8
麦克利兰,文化与思想人物,哲学思想体系,中国古代文化,14
多普勒效应,效应概念,概念框架,中国古代文化,14
失业率,失业与失业保险,经济活动,经济学概念,11
体制,法治理论,法治理论,法律与政治制度,10
酱中带浓白酒,酱中带浓白酒,白酒知识,中国古代文化,14
国家因素,国家因素,国家因素,国际关系与协议,3
简单国民收入,简单国民收入,经济指标,经济学概念,11
管理层次,管理学概念,概念框架,中国古代文化,14
社会冲突管理,社会冲突管理,投资收益率,经济学概念,11
克劳修斯,文化与思想人物,哲学思想体系,中国古代文化,14
贝叶斯分类,贝叶斯分类方法,贝叶斯分类,数据处理与编程知识,5
反差式,逻辑表达方式,内容元素与信息来源,教育研究与实践,13
电视,电视,服务平台管理,信息技术与管理,12
酯化反应机理,有机反应类型,酸碱平衡与反应类型,生物与自然科学,4
微博,微博,服务平台管理,信息技术与管理,12
广义坐标,坐标系统,力学理论,科学理论与方法,9
功能系统图,功能系统图,力学理论,科学理论与方法,9
白酒品评的准确性,白酒评鉴知识,白酒知识,中国古代文化,14
中国特色社会主义共同理想,中国特色社会主义理论体系,社会主义理论,法律与政治制度,10
所有者权益变动表,所有者权益变动表,财务报表,经济学概念,11
角动量守恒,角动量守恒,物理学基本原则,科学理论与方法,9
熔点,物质状态变化,个人权利保护,法律与责任,6
BMI,流行病学,循证医学与流行病学,生物与自然科学,4
相对速度,速度与加速度,运动与振动,化学与物理性质,8
消费者心理,消费者行为学,边际替代率,经济学概念,11
危机事件,危机管理,投资收益率,经济学概念,11
微分运算,微分运算,数学运算,数据处理与编程知识,5
供应链网络优化设计,供应链合作与管理,投资收益率,经济学概念,11
极大似然估计,统计学与测量,计算机与信息系统相关术语,信息技术与管理,12
创业36条军规,创业知识,微课学习策略,教育研究与实践,13
非稳态导热方程隐式格式,非稳态导热方程隐式格式,气体性质,化学与物理性质,8
外延,外延,外延,类型分类,1
非稳态导热解,稳态导热分析,气体性质,化学与物理性质,8
反应速率方程式,反应速率,反应特性,化学与物理性质,8
审美功能,功能概念,概念框架,中国古代文化,14
左枕前位,位置与偏倚,地理与发展,经济学概念,11
吴起,吴起,文言,中国古代文化,14
事件独立性,事件独立性,逻辑与对立,法律与政治制度,10
体系能量,能量与功,能量与功,化学与物理性质,8
零敲牛皮糖,生命科学,生物与地理科学,生物与自然科学,4
事件的概率,概率论,逻辑与概率理论,数据处理与编程知识,5
技术,技术概念,概念框架,中国古代文化,14
节点删除操作,节点删除操作,数据结构,数据处理与编程知识,5
口语伙伴,沟通与谈判,经济活动,经济学概念,11
路易·大卫,文化与思想人物,哲学思想体系,中国古代文化,14
角加速度,速度与加速度,运动与振动,化学与物理性质,8
投资,资产管理,投资收益率,经济学概念,11
沉浸叙事,沉浸叙事,逻辑与对立,法律与政治制度,10
优势反应,优势反应,反应特性,化学与物理性质,8
国民储蓄,国民储蓄,储蓄形式,经济学概念,11
资产负债表日后事项,资产负债表日后事项,财务报表,经济学概念,11
开疆拓土,开疆拓土,地理与发展,经济学概念,11
指导思想,指导思想,设计领域,组织与评估设计,0
酱香型白酒,酱香型白酒,白酒知识,中国古代文化,14
顾客忠诚因素,消费者行为学,边际替代率,经济学概念,11
经济地理学,经济学知识体系,经济学知识体系,经济学概念,11
费雪效应,效应概念,概念框架,中国古代文化,14
最小二乘解,最小二乘解,数学运算,数据处理与编程知识,5
苏格拉底,苏格拉底,文化与哲学,国际关系与协议,3
能隙,能量与功,能量与功,化学与物理性质,8
卤化反应,有机反应类型,酸碱平衡与反应类型,生物与自然科学,4
彭博社,彭博社,服务平台管理,信息技术与管理,12
何不食肉糜,何不食肉糜,人文精神与价值观,类型分类,1
准确性,准确性,数据管理与分析,信息技术与管理,12
人均GDP,国内生产总值概念,概念框架,中国古代文化,14
腰臀比,身体形态与评估,人与自然,生物与自然科学,4
环境,环境,发酵化学,化学与物理性质,8
知识掌握,知识掌握,微课学习策略,教育研究与实践,13
人为,人为,发酵化学,化学与物理性质,8
羟醛缩合反应,有机反应类型,酸碱平衡与反应类型,生物与自然科学,4
弹药,弹药,弹药,国际关系与协议,3
国际贸易,国际贸易,经济活动,经济学概念,11
社会主义建设道路,中国特色社会主义理论体系,社会主义理论,法律与政治制度,10
白酒品评影响因素,白酒评鉴知识,白酒知识,中国古代文化,14
摩擦力做功,力的概念,概念框架,中国古代文化,14
位置,服务平台,服务平台管理,信息技术与管理,12
企业特有风险,风险管理,投资收益率,经济学概念,11
罗丹,文化与思想人物,哲学思想体系,中国古代文化,14
儿童游戏场活动范围,空间规划,规划与设计,生物与环境设计,2
市场发展,市场营销策略,市场营销知识,经济学概念,11
身体肥胖评估标准,身体形态与评估,人与自然,生物与自然科学,4
中心地,服务平台,服务平台管理,信息技术与管理,12
区间估计,统计学与测量,计算机与信息系统相关术语,信息技术与管理,12
p区元素,p区元素,性质与特性,化学与物理性质,8
吉布斯自由能,吉布斯自由能,自由与能量,自由与能量,-1
维持功能,功能概念,概念框架,中国古代文化,14
霍去病墓,霍去病墓,文言,中国古代文化,14
轴的转动惯量,惯性概念,物理性质,化学与物理性质,8
稀释,稀释,物理性质,化学与物理性质,8
社会冲突谈判,沟通与谈判,经济活动,经济学概念,11
散列变换,散列变换,数据结构,数据处理与编程知识,5
风机,暖通空调系统,力学理论,科学理论与方法,9
流动性危机,风险管理,投资收益率,经济学概念,11
阴阳,易经哲学,哲学思想体系,中国古代文化,14
米香型白酒,白酒香型,白酒知识,中国古代文化,14
佛罗里达州,地理区域,地理与发展,经济学概念,11
危机,危机管理,投资收益率,经济学概念,11
水观法,水观法,水观法,中国古代文化,14
归宿,归宿,逻辑与对立,法律与政治制度,10
经济说,经济学知识体系,经济学知识体系,经济学概念,11
创业者特征,创业知识,微课学习策略,教育研究与实践,13
Boosting思想,Boosting思想,设计领域,组织与评估设计,0
经营战略,战略管理,投资收益率,经济学概念,11
同时性,系统特性,力学理论,科学理论与方法,9
磺化反应,有机反应类型,酸碱平衡与反应类型,生物与自然科学,4
味觉,味觉,感官体验,教育研究与实践,13
生产关系,生产关系,生产关系,经济学概念,11
自传播,传粉方式,教学机,教育研究与实践,13
控制工作过程,控制系统,力学理论,科学理论与方法,9
马克思主义的中国化,马克思主义理论,社会主义理论,法律与政治制度,10
沟通,沟通与谈判,经济活动,经济学概念,11
骨骼肌血流量,骨骼肌血流量,循证医学与流行病学,生物与自然科学,4
频率响应,频率响应,反应特性,化学与物理性质,8
信息技术,技术概念,概念框架,中国古代文化,14
惯性系,惯性系,力学理论,科学理论与方法,9
牵连速度,速度与加速度,运动与振动,化学与物理性质,8
战略纵深,战略管理,投资收益率,经济学概念,11
微观财经报道理念,财经报道知识,财经报道与传播,财经报道与传播,-1
队列研究,队列研究,队列研究,科学理论与方法,9
排烟系统,暖通空调系统,力学理论,科学理论与方法,9
供暖系统,暖通空调系统,力学理论,科学理论与方法,9
管理控制,管理学概念,概念框架,中国古代文化,14
农业区位论,产业区位与发展,地理与发展,经济学概念,11
构建问题,构建问题,概率分布函数,科学理论与方法,9
新量表,统计学与测量,计算机与信息系统相关术语,信息技术与管理,12
杜能圈,杜能圈,区域经济圈,经济体系与发展,16
潜在顾客,消费者行为学,边际替代率,经济学概念,11
锁,锁定与噪声控制,数据规范化,数据处理与编程知识,5
单播方式,传粉方式,教学机,教育研究与实践,13
党的根本宗旨,党的根本宗旨,设计领域,组织与评估设计,0
企业成长,企业发展与组织,投资收益率,经济学概念,11
联合分布,概率分布,概率分布,数据处理与编程知识,5
等温方程式,等温方程式,传热学概念,热力学与化学反应,7
骨折愈合,骨骼损伤与愈合,循证医学与流行病学,生物与自然科学,4
扩展报道,扩展报道,财经报道与传播,财经报道与传播,-1
固定骨折,骨骼损伤与愈合,循证医学与流行病学,生物与自然科学,4
晶体管特性,晶体与半导体结构,电学原理,科学理论与方法,9
自锁现象,锁定与噪声控制,数据规范化,数据处理与编程知识,5
先行组织者,组织与团队管理,投资收益率,经济学概念,11
惯性力的测量,惯性概念,物理性质,化学与物理性质,8
幂级数的收敛半径,级数与收敛性,级数与收敛性,级数与收敛性,-1
净化空调,暖通空调系统,力学理论,科学理论与方法,9
人体生理机能指标,身体形态与评估,人与自然,生物与自然科学,4
体温上升,体温调节,体温调节,体温调节,-1
金刚石晶胞,晶体与半导体结构,电学原理,科学理论与方法,9
基频振动,简谐振动与波动,运动与振动,化学与物理性质,8
六经,道教思想,哲学思想体系,中国古代文化,14
潮汐力,力的概念,概念框架,中国古代文化,14
拉格朗日关系式,力学,力学理论,科学理论与方法,9
景点,植物景观设计与规划,植物景观与设计,生物与环境设计,2
嗅觉疲劳,生理反应与综合征,神经生物学,生物与自然科学,4
物质代谢,生命科学,生物与地理科学,生物与自然科学,4
竞争者,市场结构,市场概念,经济学概念,11
供应链金融,供应链合作与管理,投资收益率,经济学概念,11
生态修复功能,功能概念,概念框架,中国古代文化,14
昭宣中兴,中国古代,中国历史,中东与中国历史政治研究,15
亭长,亭长,文言,中国古代文化,14
少数民族,民族多样性与交流,全球化与文化交流,国际关系与协议,3
基本感觉认知,基本感觉认知,感知与意识,教育研究与实践,13
全期望公式,全期望公式,概率密度函数,科学理论与方法,9
激励机制,物权与权利,物权法律关系,法律与政治制度,10
降血糖机制,血糖管理,投资收益率,经济学概念,11
现有投资,资产管理,投资收益率,经济学概念,11
杜尚,文化与思想人物,哲学思想体系,中国古代文化,14
共有物分割,共有物分割,法律责任,法律与责任,6
概率的计算,概率论,逻辑与概率理论,数据处理与编程知识,5
品牌,品牌管理,投资收益率,经济学概念,11
作者,作者,作者,作者,-1
炎症介质,炎症介质,介质,化学与物理性质,8
学生评价,教育制度与发展,教育制度与发展,教育研究与实践,13
系统调用,系统调用,力学理论,科学理论与方法,9
物质,无机化学化合物,有机与无机化学知识,化学与物理性质,8
班级制度,班主任管理与师生关系,教育理论与实践,教育研究与实践,13
作用力,力的概念,概念框架,中国古代文化,14
惯性力,惯性概念,物理性质,化学与物理性质,8
流感趋势预测,流感趋势预测,循证医学与流行病学,生物与自然科学,4
横向加速度,速度与加速度,运动与振动,化学与物理性质,8
实际投资,资产管理,投资收益率,经济学概念,11
消费者行为,消费者行为学,边际替代率,经济学概念,11
重复练习原则,原则体系,原则体系,法律与政治制度,10
极限糊精,速度与加速度,运动与振动,化学与物理性质,8
财经新闻,财经报道知识,财经报道与传播,财经报道与传播,-1
道德观,德行与美德,荀子,中国古代文化,14
文献摘要,文献类型,文献类型,类型分类,1
重言式,重言式,重言式,类型分类,1
风机盘管,暖通空调系统,力学理论,科学理论与方法,9
补液原则,补液原则,物理性质,化学与物理性质,8
骨盆入口斜径,骨骼解剖学,人与自然,生物与自然科学,4
假设检验问题,假设检验问题,概率分布函数,科学理论与方法,9
米开朗基罗,文化与思想人物,哲学思想体系,中国古代文化,14
教材,课程理论与实践,课程理论与实践,教育研究与实践,13
受众,公共采购政策,合同法知识,法律与政治制度,10
班级管理,班级管理,教育理论与实践,教育研究与实践,13
财经新闻特点,财经报道知识,财经报道与传播,财经报道与传播,-1
应变场,应变场,应变场,应变场,-1
溴化反应,有机反应类型,酸碱平衡与反应类型,生物与自然科学,4
应激反应,免疫与反应机制,神经生物学,生物与自然科学,4
汇算清缴,税务管理,投资收益率,经济学概念,11
电影,电影,电影,类型分类,1
帕累托法则,自然规律,物理学基本原则,科学理论与方法,9
难溶电解质的溶度积,溶解性知识,物理性质,化学与物理性质,8
客观事物,客观事物,发酵化学,化学与物理性质,8
离散化,离散化,离散化,数据处理与编程知识,5
浙江产业集群,产业区位与发展,地理与发展,经济学概念,11
晶粒,晶体与半导体结构,电学原理,科学理论与方法,9
空腹血糖,血糖管理,投资收益率,经济学概念,11
中国特色社会主义,中国特色社会主义理论体系,社会主义理论,法律与政治制度,10
个人所得税,税务管理,投资收益率,经济学概念,11
预设,预设,调查性报道,教育研究与实践,13
发展区,产业区位与发展,地理与发展,经济学概念,11
中国市场,市场营销策略,市场营销知识,经济学概念,11
企业财务风险,风险管理,投资收益率,经济学概念,11
死锁避免,锁定与噪声控制,数据规范化,数据处理与编程知识,5
室外活动场地,空间规划,规划与设计,生物与环境设计,2
道法家,道教思想,哲学思想体系,中国古代文化,14
阈值,阈值,临界条件,热力学与化学反应,7
公正司法,公正司法,公正司法,法律与政治制度,10
谈判准备,沟通与谈判,经济活动,经济学概念,11
SMART原则,原则体系,原则体系,法律与政治制度,10
万有引力,力的概念,概念框架,中国古代文化,14
基本功能,功能概念,概念框架,中国古代文化,14
产品设计,产品管理,投资收益率,经济学概念,11
动能,能量与功,能量与功,化学与物理性质,8
洛伦兹变换,洛伦兹变换,数据结构,数据处理与编程知识,5
劳动力,劳动力,经济发展与增长,经济体系与发展,16
溴化银溶液,溴化银溶液,物理性质,化学与物理性质,8
送风温差,体温调节,体温调节,体温调节,-1
功率,能量与功,能量与功,化学与物理性质,8
管理学方法,管理学概念,概念框架,中国古代文化,14
调控基因,控制系统,力学理论,科学理论与方法,9
终结现金流量,现金流量管理,现金流量管理,经济学概念,11
命题演算的公理系统,命题演算的公理系统,逻辑与概率理论,数据处理与编程知识,5
调味酒,酒类知识,发酵化学,化学与物理性质,8
活期存款,资产管理,投资收益率,经济学概念,11
两体问题,两体问题,两体问题,化学与物理性质,8
混凝土冻融循环破坏,混凝土冻融循环破坏,性质与特性,化学与物理性质,8
白酒风味感觉,白酒风味感觉,白酒知识,中国古代文化,14
领导方式,领导力概念,概念框架,中国古代文化,14
相似原理的应用,相似特征数,相似性与特征分析,科学理论与方法,9
自发分解,自发分解,生物与地理科学,生物与自然科学,4
温度,体温调节,体温调节,体温调节,-1
竞争者行为,竞争者行为,竞争者行为,经济学概念,11
转座,旋转与运动,运动与振动,化学与物理性质,8
SCI数据库,数据管理系统,数据管理与处理,信息技术与管理,12
VC维,维度与降维,维度与降维,维度与降维,-1
区位地租,产业区位与发展,地理与发展,经济学概念,11
安慰剂效应,效应概念,概念框架,中国古代文化,14
梁单元分布力,概率分布,概率分布,数据处理与编程知识,5
供应链合作伙伴关系,供应链合作与管理,投资收益率,经济学概念,11
人机交互,人机交互,计算机与信息系统相关术语,信息技术与管理,12
元素半导体,晶体与半导体结构,电学原理,科学理论与方法,9
单处理器,晶体与半导体结构,电学原理,科学理论与方法,9
危机管理,危机管理,投资收益率,经济学概念,11
虚功,能量与功,能量与功,化学与物理性质,8
管程,管理学概念,概念框架,中国古代文化,14
增值税,税务管理,投资收益率,经济学概念,11
MVP,计算机科学概念,数据管理与分析,信息技术与管理,12
诚实信用原则,原则体系,原则体系,法律与政治制度,10
三明治沟通法,沟通与谈判,经济活动,经济学概念,11
串,串,调配技术,化学与物理性质,8
逆向选择,逆向选择,逆向选择,经济学概念,11
沟通方式,沟通与谈判,经济活动,经济学概念,11
家长式领导,领导力概念,概念框架,中国古代文化,14
半导体,晶体与半导体结构,电学原理,科学理论与方法,9
班级组织功能,教育功能,教育目的与功能,教育研究与实践,13
控制工作,控制系统,力学理论,科学理论与方法,9
天道循环,天道循环,天道循环,中国古代文化,14
CPU,计算机科学概念,数据管理与分析,信息技术与管理,12
分散式系统,分散式系统,力学理论,科学理论与方法,9
儿茶酚胺,氨基酸相关知识,微课学习策略,教育研究与实践,13
全身极度消瘦,身体形态与评估,人与自然,生物与自然科学,4
噪声要求,噪声要求,噪声要求,组织与评估设计,0
均匀球壳,均匀球壳,物理性质,化学与物理性质,8
创新型集群,创新型集群,商业与产业,经济体系与发展,16
柏拉图哲学,希腊哲学,哲学思想体系,中国古代文化,14
职工成绩评定,教育制度与发展,教育制度与发展,教育研究与实践,13
世界风险,风险管理,投资收益率,经济学概念,11
摆,摆动系统,力学理论,科学理论与方法,9
应用协议,应用协议,计算机与信息系统相关术语,信息技术与管理,12
带宽,带宽,数值计算与分类算法,信息技术与管理,12
表达式,逻辑表达方式,内容元素与信息来源,教育研究与实践,13
桡骨头,骨骼解剖学,人与自然,生物与自然科学,4
爻,爻,占卜与命理,中国古代文化,14
节点插入,节点插入,数据结构,数据处理与编程知识,5
角动量,角动量,物理学基本原则,科学理论与方法,9
大宗酒,酒类知识,发酵化学,化学与物理性质,8
纸桥失效,纸桥失效,物价,经济学概念,11
生存质量,生存质量,生存质量,教育研究与实践,13
旋后-内收型,旋转与运动,运动与振动,化学与物理性质,8
水分测定,水分处理技术,浓度,热力学与化学反应,7
结型场效应管,效应概念,概念框架,中国古代文化,14
管内流动特征速度,速度与加速度,运动与振动,化学与物理性质,8
几何级数,级数与收敛性,级数与收敛性,级数与收敛性,-1
级数的和,级数与收敛性,级数与收敛性,级数与收敛性,-1
向量运算,向量运算,数学运算,数据处理与编程知识,5
HTTP协议,HTTP协议,计算机与信息系统相关术语,信息技术与管理,12
优先级反转,约束与优先级管理,约束与优先级管理,约束与优先级管理,-1
M0的定义,M0的定义,通货,经济学概念,11
对称中心,服务平台,服务平台管理,信息技术与管理,12
完全竞争市场,市场结构,市场概念,经济学概念,11
内核线程,进程管理,计算机系统管理,信息技术与管理,12
朴素贝叶斯分类器,贝叶斯分类方法,贝叶斯分类,数据处理与编程知识,5
过渡族元素,过渡族元素,性质与特性,化学与物理性质,8
自主创新示范区,教育活动,教育理念,教育研究与实践,13
回风机,暖通空调系统,力学理论,科学理论与方法,9
亚洲四小龙,亚洲四小龙,全球化与文化交流,国际关系与协议,3
创业者态度,创业知识,微课学习策略,教育研究与实践,13
左式堆的合并算法,树的拓扑结构,数据结构,数据处理与编程知识,5
维护世界和平,维护世界和平,全球化与文化交流,国际关系与协议,3
转录,DNA生物学,生物与地理科学,生物与自然科学,4
一般位置平面,服务平台,服务平台管理,信息技术与管理,12
基元反应,有机反应类型,酸碱平衡与反应类型,生物与自然科学,4
三老四严,三老四严,三项原则,法律与政治制度,10
静质能,能量与功,能量与功,化学与物理性质,8
特征速度,速度与加速度,运动与振动,化学与物理性质,8
技术产品,技术概念,概念框架,中国古代文化,14
双头垄断,市场结构,市场概念,经济学概念,11
学生评价目的,教育制度与发展,教育制度与发展,教育研究与实践,13
基本点,服务平台,服务平台管理,信息技术与管理,12
未来媒介,数据处理技术,数据管理与处理,信息技术与管理,12
写作手法,写作手法,写作手法,写作手法,-1
力系,力的概念,概念框架,中国古代文化,14
